flow_duration,protocol,TotPackets,TotBytes,tot_fwd_pkts,totlen_fwd_pkts,fwd_iat_mean,fwd_pkt_len_max,fwd_pkt_len_mean,tot_bwd_pkts,totlen_bwd_pkts,bwd_iat_mean,bwd_pkt_len_max,bwd_pkt_len_mean
470.284,6,47,3226,29,49,16795,208,2258,18,35,27588,62,968
240.162,6,55,17457,30,761,8281,1408,14513,25,204,10006,580,2944
1765.769,1,154,16324,154,78,11540,78,16324,0,0,0,0,0
1795.732,17,449,39928,404,35,4455,288,25708,45,288,40020,288,14220
0.152,17,2,303,1,45,0,45,73,1,202,0,202,230
0.032,6,10,2047,6,740,5,1323,1724,4,159,10,159,323
301.091,6,45,10271,22,433,14337,910,3114,23,345,550,2128,7157
0.251,6,9,527,5,43,62,43,311,4,0,49,0,216
1794.932,17,142,11360,71,48,25641,48,5396,71,56,25641,56,5964
1795.613,17,446,39548,402,35,4477,288,25644,44,288,40944,288,13904
0.389,6,12,1653,6,288,76,288,548,6,426,41,434,1105
197.79,17,4,352,2,60,197788,60,176,2,60,197789,60,176
1785.282,6,106,8388,68,64,26646,64,4896,38,58,48248,58,3492
2.68,6,3,564,2,210,2217,210,524,1,0,0,0,40
596.024,1,48,2688,48,28,12681,28,2688,0,0,0,0,0
56.079,6,39,10166,20,627,2951,1360,3352,19,464,480,1360,6814
71.101,6,30,7435,13,155,5925,267,1306,17,453,4443,3417,6129
5.032,17,4,788,2,34,5016,34,124,2,304,5019,312,664
300.639,6,40,8637,21,291,15031,786,2061,19,414,471,2128,6576
319.909,6,24,6430,9,267,1332,501,1165,15,388,22844,1420,5265
62.153,6,74,52302,47,1191,1351,1368,44163,27,840,2380,2519,8139
0.353,17,2,152,1,48,0,48,76,1,48,0,48,76
280.513,6,29,7392,13,158,23376,267,1317,16,603,18692,2076,6075
240.218,6,57,18968,31,762,8007,1402,16114,26,186,9608,580,2854
4.63,6,38,7229,20,218,243,314,3423,18,513,257,1179,3806
1799.223,1,226,12656,226,28,7996,28,12656,0,0,0,0,0
3.841,6,480,415194,212,213,18,257,13407,268,1463,14,4320,401787
2.683,6,141,93763,78,1328,34,1432,86850,63,396,38,1871,6913
18.366,6,18,2443,9,329,2295,595,1143,9,396,2294,580,1300
44.174,17,15,7808,8,655,6310,1350,5466,7,306,2518,1350,2342
127.03,1,4,540,4,107,42343,121,540,0,0,0,0,0
6.529,6,42,7682,21,224,326,314,3756,21,513,312,1179,3926
1798.328,17,142,11360,71,48,25690,48,5396,71,56,25690,56,5964
1790.857,6,357,22629,209,69,8609,69,12569,148,69,12182,69,10060
0.853,6,10,1687,7,100,142,100,384,3,1179,303,1179,1303
1750.12,17,12,498,11,14,175012,14,462,1,8,0,8,36
1744.795,6,116,9659,75,57,23578,205,5895,41,39,43614,98,3764
240.233,6,54,17964,29,796,8579,1418,15054,25,200,10009,580,2910
1794.327,1,96,10176,96,78,18887,78,10176,0,0,0,0,0
1.343,6,47,19825,27,938,51,1460,14249,20,476,61,2615,5576
240.469,6,52,14551,29,644,8585,1418,11820,23,190,10928,580,2731
2.362,17,3,1176,3,364,1181,364,1176,0,0,0,0,0
0.2,6,12,1684,6,121,39,121,453,6,911,39,911,1231
23.835,17,28,4116,14,48,1832,48,1064,14,190,1832,308,3052
1785.008,17,125,41952,125,307,14395,308,41952,0,0,0,0,0
7.084,6,3,300,0,0,0,0,0,3,90,3542,149,300
1797.321,6,388,34613,224,148,8059,1093,19177,164,116,11026,1381,15436
1793.05,17,142,11360,71,48,25614,48,5396,71,56,25593,56,5964
15.922,17,14,6202,7,560,2648,1350,4117,7,269,2648,1350,2085
280.291,6,29,7392,14,158,21560,267,1357,15,678,20018,3436,6035
1773.84,17,30,31680,30,1028,61166,1028,31680,0,0,0,0,0
0.057,17,2,227,1,44,0,44,72,1,127,0,127,155
0.429,17,8,2766,8,317,61,356,2766,0,0,0,0,0
1794.449,6,384,23928,219,69,8231,69,12900,165,57,10941,69,11028
1798.025,6,357,22629,208,69,8686,69,12460,149,69,12148,69,10169
1783.813,6,354,22440,207,69,8659,69,12420,147,69,12217,69,10020
3.39,6,58,21680,30,919,116,1460,14150,28,426,110,1460,7530
1.17,6,24,8004,12,164,90,267,1288,12,1014,90,2816,6716
0.01,17,2,912,1,308,0,308,336,1,548,0,548,576
297.954,2,6,192,6,8,59590,8,192,0,0,0,0,0
1778.931,1,118,6608,118,28,15204,28,6608,0,0,0,0,0
4.023,17,8,616,4,33,1334,33,244,4,65,1333,65,372
1797.029,17,445,39800,400,35,4503,288,25580,45,288,40027,288,14220
0.372,17,4,300,2,39,370,39,134,2,55,370,55,166
1741.175,6,91,6604,59,31,30020,31,3998,32,31,56164,31,2606
5.405,6,42,7405,23,218,245,314,3543,19,516,285,1179,3862
10.991,6,20,4442,11,275,1099,275,998,9,768,774,1440,3444
69.829,6,29,8168,13,155,5819,267,1306,16,517,4641,2006,6862
163.714,6,28,12945,15,835,58,1360,5645,13,1128,13627,4445,7300
245.098,6,108,99285,49,214,5106,605,3892,59,1709,4225,5632,95393
0.241,6,24,11365,14,145,18,261,1306,10,1361,24,3655,10059
96.407,6,30,7642,11,155,31,267,1226,19,403,5355,3426,6416
0.0,17,4,1305,4,298,0,332,1305,0,0,0,0,0
0.038,17,4,368,2,32,26,32,120,2,96,21,96,248
1770.583,6,99,9240,66,65,27239,65,5577,33,59,55327,59,3663
1786.964,6,104,8376,68,65,26671,65,4930,36,59,51052,59,3446
1.18,6,4,184,2,0,1180,0,88,2,0,1020,0,96
180.481,2,3,96,3,8,90240,8,96,0,0,0,0,0
0.813,17,21,7219,10,427,90,1350,4550,11,214,77,1350,2669
1787.929,6,375,26508,216,104,8315,469,15663,159,69,11315,69,10845
1603.757,6,105,14490,63,96,25867,721,7079,42,439,9579,1440,7411
1.958,17,22,5709,22,231,93,389,5709,0,0,0,0,0
300.955,6,31,18397,19,373,16719,938,2489,12,1909,5616,6864,15908
1797.723,6,366,24603,213,87,8479,469,14136,153,69,11823,69,10467
1784.045,1,52,4368,0,0,0,0,0,52,56,34981,56,4368
0.477,6,4,1037,2,0,221,0,104,2,853,259,853,933
11.302,6,1803,1555155,1098,1362,10,1380,1522713,705,468,15,3303,32442
16.257,17,21,13224,11,609,1619,1350,7011,10,593,1798,1350,6213
240.615,6,43,8395,22,449,11457,1408,5648,21,205,12030,580,2747
9.586,2,3,144,3,24,4793,32,144,0,0,0,0,0
9.175,6,9,527,5,43,2293,43,311,4,0,3056,0,216
0.203,6,16,6734,8,120,29,120,544,8,1153,29,1448,6190
263.908,17,2,672,2,308,263908,308,672,0,0,0,0,0
1765.124,6,130,14510,68,84,26344,517,5309,62,269,28935,1368,9201
1740.415,6,87,6322,58,31,30533,31,3915,29,31,62157,31,2407
1797.556,17,448,39896,403,35,4471,288,25676,45,288,40018,288,14220
295.958,6,40,8912,18,326,17406,517,2273,22,684,14091,1418,6639
1796.229,6,361,23860,211,82,8553,501,13582,150,69,12055,69,10278
0.128,1,5,485,5,69,32,69,485,0,0,0,0,0
1795.909,1,170,9520,170,28,10626,28,9520,0,0,0,0,0
109.649,1,10,1647,10,136,12183,222,1647,0,0,0,0,0
1.157,6,200,150137,116,1325,10,1420,142486,84,427,13,1420,7651
280.265,6,29,7392,13,158,23355,267,1317,16,543,18683,1400,6075
102.87,6,21,9089,11,418,73,921,1728,10,1158,11413,2521,7361
1786.336,6,104,8444,68,66,26661,66,4964,36,60,51035,60,3480
240.175,6,53,18076,29,769,8577,1402,15370,24,181,10442,580,2706
1771.307,6,101,9344,66,65,27250,65,5577,35,59,52093,59,3767
0.556,6,16,1825,8,288,54,288,640,8,284,54,434,1185
10.783,6,18,5610,10,275,1198,275,958,8,1440,822,1440,4652
1796.208,17,448,39896,403,35,4468,288,25676,45,288,40020,288,14220
0.15,17,2,304,1,60,0,60,88,1,188,0,188,216
0.507,17,3,451,2,39,272,39,134,1,289,0,289,317
12.201,17,10,850,5,37,3048,37,325,5,77,3048,77,525
0.197,6,25,7216,13,155,16,267,1301,12,678,17,4200,5915
181.785,6,5,260,5,0,0,0,260,0,0,0,0,0
1762.197,6,123,7829,72,48,24819,208,4828,51,31,35238,31,3001
972.494,17,593,40957,578,40,1685,41,39688,15,56,1211,57,1269
12.761,6,1934,1747354,1231,1369,10,1380,1711476,703,515,18,1923,35878
0.145,6,9,1339,5,145,36,145,349,4,826,33,826,990
0.621,6,19,9135,10,126,64,126,654,9,1334,74,2048,8481
0.048,17,4,284,2,32,31,32,120,2,54,34,60,164
0.01,17,2,414,1,30,0,30,58,1,328,0,328,356
0.923,6,10,1687,7,100,153,100,384,3,1179,331,1179,1303
1773.49,6,182,15698,120,69,14903,69,8940,62,69,29066,69,6758
0.137,6,2,1050,1,970,0,970,1010,1,0,0,0,40
1788.428,17,83,3480,82,14,22079,14,3444,1,8,0,8,36
39.858,6,69,26163,35,1063,212,1360,19543,34,328,1202,1360,6620
1787.955,6,469,31891,222,112,8090,965,15846,247,38,7268,96,16045
1780.237,17,140,11200,70,48,25750,48,5320,70,56,25788,56,5880
15.36,17,10,880,5,48,3836,48,380,5,72,3836,72,500
1796.895,17,144,11520,72,48,25308,48,5472,72,56,25308,56,6048
0.135,17,2,602,1,46,0,46,74,1,500,0,500,528
88.446,6,686,348424,382,848,232,1071,334308,304,488,290,1179,14116
1.285,17,6,1230,3,36,640,36,192,3,318,640,318,1038
26.002,6,18,1674,8,275,3714,275,878,10,96,2660,96,796
4.872,6,40,7309,21,218,243,314,3463,19,440,256,1152,3846
69.174,6,47,10010,23,450,520,766,2813,24,366,3001,3488,7197
4.893,6,35,6225,19,206,271,314,2824,16,551,308,1179,3401
41.414,17,44,6468,22,48,1971,48,1672,22,190,1971,308,4796
1746.056,1,56,4704,56,56,31746,56,4704,0,0,0,0,0
10.987,6,20,4442,11,275,1098,275,998,9,768,780,1440,3444
11.645,6,1833,1602074,1112,1385,10,1420,1569001,721,467,16,1883,33073
22.443,6,42,8947,20,447,581,1025,2221,22,388,1062,2128,6726
0.243,17,2,184,1,32,0,32,60,1,96,0,96,124
0.356,17,2,157,1,31,0,31,59,1,70,0,70,98
17.578,17,4,352,2,60,17576,60,176,2,60,17577,60,176
0.149,6,44,20439,26,1031,5,1420,15498,18,467,8,1883,4941
1776.834,17,73,3060,72,14,25025,14,3024,1,8,0,8,36
1799.2,6,1323,236998,867,304,2077,304,177124,456,83,3953,83,59874
82.413,6,701,343366,390,822,211,1152,326460,311,446,265,1179,16906
1799.986,6,225,20025,85,83,21428,349,9343,140,72,12948,1062,10682
31.554,6,881,666745,487,1344,64,1360,643209,394,217,79,1360,23536
0.027,17,2,330,1,30,0,30,58,1,244,0,244,272
0.324,6,27,9059,13,252,27,647,1704,14,945,24,1408,7355
0.439,6,7,295,4,0,146,0,164,3,7,111,7,131
0.005,17,3,342,2,31,0,31,118,1,196,0,196,224
194.261,17,4,352,2,60,194260,60,176,2,60,194260,60,176
3.336,17,5,295,5,31,834,31,295,0,0,0,0,0
9.519,6,1669,1596499,1100,1376,8,1408,1562247,569,776,16,1408,34252
1793.371,17,180,11520,180,36,10018,36,11520,0,0,0,0,0
82.917,6,43,6125,21,182,4145,585,3119,22,153,3936,580,3006
212.113,17,4,240,2,32,212112,32,120,2,32,212112,32,120
1.19,6,4,184,2,0,1190,0,88,2,0,1033,0,96
1743.261,6,96,7286,63,38,28117,205,4476,33,33,54471,98,2810
0.015,17,2,198,1,39,0,39,67,1,103,0,103,131
1773.5,6,211,24150,134,89,13334,981,11198,77,135,23333,1420,12952
292.515,6,34,7025,16,262,19498,517,1628,18,744,17204,1418,5397
0.173,6,3,213,2,46,0,62,173,1,0,0,0,40
29.321,17,15,7784,8,655,4188,1350,5471,7,302,45,1350,2313
8.685,6,802,643107,435,1391,19,1448,618270,367,688,23,1448,24837
1784.239,17,142,11360,71,48,25488,48,5396,71,56,25488,56,5964
3.395,6,9,483,4,0,1131,0,204,5,7,774,7,279
9.853,6,1594,1365268,946,1388,10,1420,1335115,648,420,15,1420,30153
51.037,17,4,352,2,60,51036,60,176,2,60,51036,60,176
0.188,6,38,24858,18,180,11,250,1498,20,1239,5,1735,23360
158.617,6,22,10179,12,397,62,884,1717,10,1341,17608,3928,8462
29.798,6,41,8875,21,208,1489,721,2518,20,693,1549,1420,6357
4.678,6,39,7285,20,218,246,314,3423,19,516,245,1179,3862
278.099,6,33,20174,22,964,13242,1295,14653,11,705,2802,1448,5521
36.893,6,12,984,11,43,3689,43,924,1,0,0,0,60
1670.262,1,7,392,7,28,278377,28,392,0,0,0,0,0
0.994,17,2,312,2,128,994,128,312,0,0,0,0,0
399.867,6,73,4828,25,69,16660,69,1690,48,39,8507,48,3138
10.498,6,41,7349,22,218,499,314,3503,19,440,479,1152,3846
96.661,6,18,1532,6,180,127,180,680,12,110,8769,110,852
2.074,1,2,112,2,28,2074,28,112,0,0,0,0,0
240.185,6,53,18148,28,808,8895,1402,15208,25,204,10007,580,2940
0.055,17,2,384,1,32,0,32,60,1,296,0,296,324
11.607,6,1862,1605055,1122,1375,10,1420,1571222,740,467,15,1883,33833
38.8,17,22,1936,11,48,3879,48,836,11,72,3878,72,1100
1799.52,1,58,4872,58,56,31570,56,4872,0,0,0,0,0
15.707,6,19,5387,10,275,1745,275,687,9,1440,1344,1440,4700
42.03,6,25,7097,12,155,3820,267,1266,13,589,3501,3426,5831
1780.37,17,140,11200,70,48,25801,48,5320,70,56,25802,56,5880
0.187,1,2,112,2,28,187,28,112,0,0,0,0,0
13.214,17,3,2906,3,940,6607,1451,2906,0,0,0,0,0
1772.493,6,242,17965,121,69,14770,69,8980,121,34,14770,64,8985
0.1,17,3,1091,3,335,50,356,1091,0,0,0,0,0
0.27,17,4,344,2,47,263,47,150,2,69,260,75,194
33.331,6,37,9998,19,736,492,1360,4476,18,435,1950,2667,5522
0.28,6,22,4442,11,165,28,456,1394,11,493,26,888,3048
1750.576,17,12,498,11,14,175057,14,462,1,8,0,8,36
1778.853,6,34,5654,23,241,80856,241,4294,11,92,177867,92,1360
1752.433,6,118,8046,64,27,27815,27,3850,54,67,33063,427,4196
300.833,6,44,13789,25,892,12534,1360,8182,19,439,483,4027,5607
0.117,6,15,3958,10,75,13,75,603,5,1543,28,1587,3355
4.993,17,23,13414,12,842,453,1350,10451,11,241,391,1350,2963
300.868,6,49,10486,25,433,12536,910,3258,24,329,582,2128,7228
22.415,17,4,240,2,32,22414,32,120,2,32,22414,32,120
0.262,6,5,248,3,0,100,0,156,2,0,262,0,92
7.424,17,6,1356,6,198,1484,207,1356,0,0,0,0,0
26.006,6,14,2185,8,324,3715,585,1073,6,396,5198,580,1112
1774.635,6,180,15480,120,69,14912,69,8940,60,69,30070,69,6540
290.729,17,4,352,2,60,290728,60,176,2,60,290728,60,176
1739.882,6,87,6322,58,31,30524,31,3915,29,31,62138,31,2407
7.145,6,8,448,4,0,2336,0,240,4,0,2335,0,208
0.232,6,4,1037,2,0,220,0,104,2,853,13,853,933
723.115,2,6,192,6,8,144623,8,192,0,0,0,0,0
49.921,6,26,7272,12,158,4538,267,1277,14,775,3837,3445,5995
134.213,6,8,446,2,0,1249,0,112,6,7,26804,7,334
92.254,6,45,10341,19,541,48,910,2971,26,315,3684,3488,7370
1.064,6,23,7952,12,164,82,267,1288,11,1216,90,3825,6664
1.009,17,2,432,1,64,0,64,92,1,312,0,312,340
1746.494,6,146,8997,79,45,22390,208,5418,67,31,26457,31,3579
1701.885,1,8,448,8,28,243126,28,448,0,0,0,0,0
1.989,17,4,610,3,39,736,39,201,1,381,0,381,409
111.408,6,24,7700,8,272,263,516,1140,16,455,7419,1452,6560
1793.051,1,58,4872,58,56,31457,56,4872,0,0,0,0,0
14.633,6,10,472,6,0,2926,0,280,4,0,667,0,192
3.561,6,66,43615,38,718,96,1408,6354,28,1789,131,7724,37261
0.267,6,26,6066,12,164,24,453,1442,14,555,19,1408,4624
62.804,6,32,26798,18,667,62,1360,4087,14,2459,4816,10880,22711
1719.782,17,16,5244,16,299,114652,1424,5244,0,0,0,0,0
11.178,6,1743,1522167,1077,1363,10,1380,1491252,666,387,16,1923,30915
1788.943,17,87,3648,86,14,21046,14,3612,1,8,0,8,36
0.915,6,10,1687,7,100,152,100,384,3,1179,329,1179,1303
1771.725,6,248,25342,102,67,17540,681,9494,146,135,12217,3298,15848
300.209,6,30,11768,17,592,18763,1408,4445,13,948,20015,1578,7323
39.769,17,44,6468,22,48,1893,48,1672,22,190,1893,308,4796
1772.076,6,180,15480,120,69,14891,69,8940,60,69,30031,69,6540
1795.452,17,449,39928,404,35,4455,288,25708,45,288,40018,288,14220
1.859,17,25,9974,13,341,152,1350,4805,12,402,166,1350,5169
15.137,6,24,6993,13,275,1261,275,1078,11,910,1011,1440,5915
0.639,17,21,14208,12,941,57,1350,11633,9,258,76,1350,2575
353.779,6,45,24560,29,377,12634,1360,6483,16,1742,32,4080,18077
1770.715,1,59,4956,59,56,30529,56,4956,0,0,0,0,0
1787.251,6,104,8308,68,64,26675,64,4896,36,58,51062,58,3412
2.006,17,3,174,3,30,1003,30,174,0,0,0,0,0
10.316,6,40,8586,21,468,515,763,2302,19,393,503,1432,6284
1794.253,17,87,3648,86,14,21108,14,3612,1,8,0,8,36
354.369,6,50,9455,25,134,14765,889,2516,25,311,847,1460,6939
0.19,6,28,7336,13,155,15,267,1301,15,543,12,1400,6035
17.44,6,9,1005,4,517,5811,517,733,5,0,4357,0,272
134.768,6,32,23775,19,840,34,1360,5835,13,2176,11219,5440,17940
0.635,6,14,2185,8,326,90,589,1065,6,396,125,580,1120
280.276,6,30,7432,13,158,23356,267,1317,17,543,17515,1400,6115
1789.954,6,375,26715,220,104,8173,469,15892,155,69,11623,69,10823
53.482,17,4,352,2,60,53481,60,176,2,60,53481,60,176
4.75,6,39,7269,19,218,263,314,3383,20,513,235,1179,3886
0.124,17,2,241,1,36,0,36,64,1,149,0,149,177
0.113,17,2,179,1,43,0,43,71,1,80,0,80,108
0.015,17,4,288,2,33,5,33,122,2,55,5,61,166
1685.781,1,7,392,7,28,280963,28,392,0,0,0,0,0
43.776,6,6,393,3,31,11167,31,187,3,31,21888,31,206
69.095,6,26,7137,12,155,6281,267,1266,14,530,5314,2006,5871
6.99,6,545,468930,334,1337,20,1368,453282,211,776,32,1473,15648
1.018,6,29,13282,16,511,67,1360,3239,13,1056,69,2561,10043
94.986,17,8,704,4,48,31658,48,304,4,72,31658,72,400
0.831,6,276,218291,135,131,6,316,8962,141,1463,5,2836,209329
3.371,17,561,639580,99,94,34,1350,12097,462,1330,7,1350,627483
0.549,6,27,9133,13,273,45,733,1778,14,945,40,1368,7355
280.491,6,30,7432,14,158,21576,267,1357,16,678,18696,3456,6075
20.097,6,40,8783,16,391,49,860,1883,24,329,867,1928,6900
55.241,6,7,368,4,0,18412,0,216,3,0,27618,0,152
3.094,17,3,228,2,48,3049,48,152,1,48,0,48,76
1783.15,17,83,3480,82,14,22014,14,3444,1,8,0,8,36
182.765,17,5,1680,5,308,45691,308,1680,0,0,0,0,0
1215.993,6,219,30184,101,203,12159,1360,13849,118,138,10391,4649,16335
53.644,6,31,9636,9,165,620,267,1029,22,428,2554,1420,8607
1789.729,17,140,11184,72,48,25207,48,5472,68,56,26712,56,5712
88.349,17,4,240,2,32,88348,32,120,2,32,88348,32,120
40.664,6,27,7177,13,155,3388,267,1306,14,530,3127,3417,5871
1782.009,6,401,24677,222,69,8063,69,13089,179,49,10011,69,11588
3.132,17,5,418,3,30,1566,30,174,2,94,1032,94,244
0.031,17,4,344,2,47,0,47,150,2,69,1,75,194
88.962,17,6,360,3,32,44480,32,180,3,32,44480,32,180
1781.65,6,354,22440,207,69,8648,69,12420,147,69,12202,69,10020
1713.141,17,161,10304,161,36,10707,36,10304,0,0,0,0,0
1771.507,6,104,9883,68,70,26440,234,5948,36,60,50612,83,3935
1771.596,6,101,9344,66,65,27255,65,5577,35,59,52102,59,3767
1.183,6,23,7952,11,164,100,267,1236,12,1014,91,2411,6716
1741.431,17,30,7050,30,207,60049,207,7050,0,0,0,0,0
300.554,6,18,1227,5,177,75094,177,445,13,110,25031,110,782
474.311,6,38,6659,20,250,24963,1314,2556,18,281,27900,1420,4103
1793.185,17,180,11520,180,36,10017,36,11520,0,0,0,0,0
38.101,17,22,1936,11,48,3809,48,836,11,72,3809,72,1100
0.576,17,4,608,2,60,275,60,176,2,188,293,188,432
0.103,17,2,142,1,35,0,35,63,1,51,0,51,79
1796.003,6,397,27940,224,101,8053,469,16535,173,69,10439,69,11405
1769.606,1,60,5040,0,0,0,0,0,60,56,29993,56,5040
34.282,17,40,5880,20,48,1803,48,1520,20,190,1803,308,4360
99.179,17,4,304,4,48,33059,48,304,0,0,0,0,0
38.978,17,44,6468,22,48,1854,48,1672,22,190,1853,308,4796
1744.618,2,25,800,25,8,72692,8,800,0,0,0,0,0
1740.906,1,224,23744,224,78,7806,78,23744,0,0,0,0,0
1787.354,6,104,8444,68,66,26676,66,4964,36,60,51063,60,3480
118.22,17,3,2906,3,940,59110,1451,2906,0,0,0,0,0
3.096,6,3,180,3,0,0,0,180,0,0,0,0,0
4.906,6,755,671243,479,1360,10,1432,655900,276,427,17,1432,15343
2.663,17,4,610,3,39,570,39,201,1,381,0,381,409
1681.777,17,14,1036,7,30,280293,30,406,7,62,280292,62,630
167.67,6,162,126311,102,1319,1660,1448,112212,60,609,2838,1448,14099
1.222,17,16,9185,8,822,174,1350,6803,8,269,130,1350,2382
1786.396,6,102,8364,68,66,26662,66,4964,34,60,54130,60,3400
1792.965,6,355,22480,207,69,8703,69,12420,148,69,12196,69,10060
0.082,17,2,2752,2,1348,82,1348,2752,0,0,0,0,0
1.42,6,47,19571,27,920,54,1360,13995,20,476,65,2720,5576
0.322,17,8,2758,8,316,46,355,2758,0,0,0,0,0
1790.456,6,366,25541,213,100,8445,469,14936,153,69,11779,69,10605
1787.417,6,102,8296,68,65,26677,65,4930,34,59,54161,59,3366
1647.597,1,8,448,8,28,235371,28,448,0,0,0,0,0
1.615,6,49,19173,27,886,62,1360,13517,22,433,67,1360,5656
141.421,6,31,4258,17,302,8838,302,2692,14,83,10164,83,1566
1795.067,6,356,22520,208,69,8671,69,12460,148,69,12211,69,10060
1.088,17,3,1170,3,362,544,362,1170,0,0,0,0,0
280.52,6,28,7352,12,158,25501,267,1277,16,678,18698,2760,6075
1260.104,2,9,288,9,8,157513,8,288,0,0,0,0,0
10.105,6,3,555,1,304,0,304,356,2,83,10105,83,199
1795.31,17,447,39864,402,35,4477,288,25644,45,288,40023,288,14220
0.97,6,24,8922,14,208,74,475,1426,10,1180,87,2720,7496
1771.413,6,101,9344,66,65,27252,65,5577,35,59,52097,59,3767
11.616,6,15,2294,9,210,1451,210,896,6,545,2322,904,1398
254.513,6,12,760,5,112,63625,112,432,7,0,42416,0,328
1799.012,17,762,46002,762,32,2364,37,46002,0,0,0,0,0
52.138,17,4,240,2,32,52137,32,120,2,32,52137,32,120
4.097,17,5,290,5,30,1024,30,290,0,0,0,0,0
270.053,6,6,1255,4,327,90017,413,814,2,180,269865,269,441
1.357,17,2,204,1,34,0,34,62,1,114,0,114,142
1787.131,17,87,3648,86,14,21025,14,3612,1,8,0,8,36
31.834,1,4,424,4,78,10611,78,424,0,0,0,0,0
1.016,1,2,168,2,56,1016,56,168,0,0,0,0,0
0.164,6,45,21599,27,1037,6,1420,16658,18,526,9,3303,4941
1700.467,17,12,498,11,14,170046,14,462,1,8,0,8,36
280.525,6,30,7432,13,158,23377,267,1317,17,678,17527,2760,6115
1776.993,17,73,3060,72,14,25028,14,3024,1,8,0,8,36
152.348,6,30,7432,13,158,12695,267,1317,17,543,9519,1400,6115
1771.822,6,101,9344,66,65,27258,65,5577,35,59,52109,59,3767
1782.861,1,65,5460,65,56,27857,56,5460,0,0,0,0,0
1651.735,1,8,848,8,78,235962,78,848,0,0,0,0,0
240.194,6,53,17699,28,783,8895,1402,14778,25,201,10007,580,2921
0.067,17,2,2754,2,1349,67,1349,2754,0,0,0,0,0
896.589,6,14,839,10,31,99621,31,555,4,31,213757,31,284
898.272,6,14,839,9,31,112284,31,484,5,31,224329,31,355
1786.519,6,108,8724,70,66,25891,66,5044,38,60,48281,60,3680
1797.339,6,355,22480,207,69,8724,69,12420,148,69,12226,69,10060
4.78,17,5,320,5,36,1195,36,320,0,0,0,0,0
1783.339,17,83,3480,82,14,22016,14,3444,1,8,0,8,36
1740.639,6,87,6322,58,31,30537,31,3915,29,31,62165,31,2407
0.021,6,10,1816,6,624,3,1092,1493,4,159,6,159,323
282.116,6,28,8034,13,158,23509,267,1317,15,764,20116,4845,6717
1782.349,17,211,44081,211,180,8487,377,44081,0,0,0,0,0
0.265,6,27,7296,13,155,22,267,1301,14,603,18,2800,5995
1741.259,17,28,29568,28,1028,64491,1028,29568,0,0,0,0,0
109.082,17,1243,241650,1150,169,94,172,226846,93,131,1165,172,14804
0.93,6,10,1687,7,100,155,100,384,3,1179,333,1179,1303
0.905,17,4,368,2,32,232,32,120,2,96,0,96,248
0.578,6,22,5040,11,137,57,267,1132,11,577,53,1400,3908
108.944,6,76,51557,47,1201,2368,1448,43319,29,746,2200,1448,8238
11.479,6,15,2297,9,211,1434,211,898,6,545,2293,904,1399
171.815,17,4,240,2,32,171814,32,120,2,32,171814,32,120
63.784,17,4,352,2,60,63783,60,176,2,60,63783,60,176
1798.82,17,448,39612,404,35,4463,288,25708,44,288,40951,288,13904
55.939,6,50,10507,23,533,689,910,3159,27,312,2146,1460,7348
2.887,6,2,88,2,0,0,0,88,0,0,0,0,0
5.31,6,39,7269,20,218,279,314,3423,19,513,279,1179,3846
0.245,17,4,566,2,31,233,31,118,2,196,235,196,448
1772.263,6,180,15480,120,69,14892,69,8940,60,69,30032,69,6540
1771.179,6,106,9892,69,66,26046,66,5856,37,60,49196,60,4036
162.058,6,30,6746,15,154,11575,516,1684,15,495,11568,1452,5062
1.3,17,6,936,3,64,571,64,276,3,192,546,192,660
0.511,17,3,451,2,39,440,39,134,1,289,0,289,317
77.083,6,25,10208,12,549,66,1360,2709,13,995,6412,1360,7499
15.646,6,6,340,1,0,0,0,60,5,0,3866,0,280
43.028,6,27,7177,13,155,3585,267,1306,14,530,3309,3417,5871
0.085,6,2,116,1,0,0,0,52,1,0,0,0,64
3.176,17,4,1560,4,362,1058,362,1560,0,0,0,0,0
125.89,2,2,64,2,8,125890,8,64,0,0,0,0,0
279.476,6,26,7134,12,181,25406,267,1208,14,595,21479,1400,5926
3.209,17,5,290,5,30,802,30,290,0,0,0,0,0
1786.077,6,124,15218,76,191,23814,1289,10332,48,78,37999,240,4886
0.181,17,3,1102,3,339,90,354,1102,0,0,0,0,0
300.927,6,51,10578,26,433,12037,910,3310,25,329,638,2720,7268
0.085,17,2,279,1,36,0,36,64,1,187,0,187,215
4.899,6,10,1102,6,483,979,483,803,4,83,1628,83,299
1770.403,6,99,9240,66,65,27236,65,5577,33,59,55321,59,3663
2.816,6,13,1553,8,177,402,177,955,5,110,648,110,598
240.248,6,66,20703,33,830,7507,1408,17515,33,162,7507,580,3188
2.003,17,2,154,1,33,0,33,61,1,65,0,65,93
15.658,17,25,5888,11,238,1563,1350,2926,14,183,1202,1350,2962
8.076,6,673,587634,427,1310,18,1368,570178,246,931,32,2736,17456
380.327,6,9,522,3,106,190163,106,234,6,0,6314,0,288
0.514,6,45,19712,26,1048,20,1380,14722,19,421,24,1923,4990
0.413,6,10,2101,5,1195,103,1195,1451,5,370,53,370,650
1787.318,1,339,28476,339,56,5287,56,28476,0,0,0,0,0
438.295,6,89,5975,45,69,9961,69,2766,44,69,10192,69,3209
280.413,6,29,7392,12,158,25492,267,1277,17,678,17522,2085,6115
280.017,6,28,7352,12,158,25456,267,1277,16,603,18666,1400,6075
